,award_company,award_type,movie,person,year
1785,golden_globe,best_director,All the President's Men,Alan J. Pakula,1976
1786,golden_globe,best_director,Bound for Glory,Hal Ashby,1976
1787,golden_globe,best_director,Marathon Man,John Schlesinger,1976
1788,golden_globe,best_director,Rocky,John G. Avildsen,1976
1789,golden_globe,best_director,Annie Hall,Woody Allen,1977
1790,golden_globe,best_director,Close Encounters of the Third Kind,Steven Spielberg,1977
1791,golden_globe,best_director,Julia,Fred Zinnemann,1977
1792,golden_globe,best_director,Star Wars,George Lucas,1977
1793,golden_globe,best_director,Coming Home,Hal Ashby,1978
1794,golden_globe,best_director,Days of Heaven,Terrence Malick,1978
1795,golden_globe,best_director,Interiors,Woody Allen,1978
1796,golden_globe,best_director,Midnight Express,Alan Parker,1978
1797,golden_globe,best_director,An Unmarried Woman,Paul Mazursky,1978
1798,golden_globe,best_director,Being There,Hal Ashby,1979
1799,golden_globe,best_director,Breaking Away,Peter Yates,1979
1800,golden_globe,best_director,The China Syndrome,James Bridges,1979
1801,golden_globe,best_director,Kramer vs. Kramer,Robert Benton,1979
1802,golden_globe,best_director,The Elephant Man,David Lynch,1980
1803,golden_globe,best_director,Raging Bull,Martin Scorsese,1980
1804,golden_globe,best_director,The Stunt Man,Richard Rush,1980
1805,golden_globe,best_director,Tess,Roman Polanski,1980
1806,golden_globe,best_director,Atlantic City,Louis Malle,1981
1807,golden_globe,best_director,On Golden Pond,Mark Rydell,1981
1808,golden_globe,best_director,Prince of the City,Sidney Lumet,1981
1809,golden_globe,best_director,Ragtime,Miloš Forman,1981
1810,golden_globe,best_director,Raiders of the Lost Ark,Steven Spielberg,1981
1811,golden_globe,best_director,E.T. the Extra-Terrestrial,Steven Spielberg,1982
1812,golden_globe,best_director,Missing,Constantin Costa-Gavras,1982
1813,golden_globe,best_director,Tootsie,Sydney Pollack,1982
1814,golden_globe,best_director,The Verdict,Sidney Lumet,1982
1815,golden_globe,best_director,The Dresser,Peter Yates,1983
1816,golden_globe,best_director,Fanny and Alexander,Ingmar Bergman,1983
1817,golden_globe,best_director,Silkwood,Mike Nichols,1983
1818,golden_globe,best_director,Tender Mercies,Bruce Beresford,1983
1819,golden_globe,best_director,Terms of Endearment,James L. Brooks,1983
1820,golden_globe,best_director,The Cotton Club,Francis Ford Coppola,1984
1821,golden_globe,best_director,The Killing Fields,Roland Joffé,1984
1822,golden_globe,best_director,Once Upon a Time in America,Sergio Leone,1984
1823,golden_globe,best_director,A Passage to India,David Lean,1984
1824,golden_globe,best_director,A Chorus Line,Richard Attenborough,1985
1825,golden_globe,best_director,The Color Purple,Steven Spielberg,1985
1826,golden_globe,best_director,Out of Africa,Sydney Pollack,1985
1827,golden_globe,best_director,Witness,Peter Weir,1985
1828,golden_globe,best_director,Hannah and Her Sisters,Woody Allen,1986
1829,golden_globe,best_director,The Mission,Roland Joffé,1986
1830,golden_globe,best_director,A Room with a View,James Ivory,1986
1831,golden_globe,best_director,Stand by Me,Rob Reiner,1986
1832,golden_globe,best_director,Broadcast News,James L. Brooks,1987
1833,golden_globe,best_director,Cry Freedom,Richard Attenborough,1987
1834,golden_globe,best_director,Fatal Attraction,Adrian Lyne,1987
1835,golden_globe,best_director,Hope and Glory,John Boorman,1987
1836,golden_globe,best_director,A Cry in the Dark,Fred Schepisi,1988
1837,golden_globe,best_director,Mississippi Burning,Alan Parker,1988
1838,golden_globe,best_director,Rain Man,Barry Levinson,1988
1839,golden_globe,best_director,Running on Empty,Sidney Lumet,1988
1840,golden_globe,best_director,Working Girl,Mike Nichols,1988
1841,golden_globe,best_director,Dead Poets Society,Peter Weir,1989
1842,golden_globe,best_director,Do the Right Thing,Spike Lee,1989
1843,golden_globe,best_director,Glory,Edward Zwick,1989
1844,golden_globe,best_director,When Harry Met Sally...,Rob Reiner,1989
1845,golden_globe,best_director,The Godfather Part III,Francis Ford Coppola,1990
1846,golden_globe,best_director,Goodfellas,Martin Scorsese,1990
1847,golden_globe,best_director,Reversal of Fortune,Barbet Schroeder,1990
1848,golden_globe,best_director,The Sheltering Sky,Bernardo Bertolucci,1990
1849,golden_globe,best_director,Bugsy,Barry Levinson,1991
1850,golden_globe,best_director,The Fisher King,Terry Gilliam,1991
1851,golden_globe,best_director,The Prince of Tides,Barbra Streisand,1991
1852,golden_globe,best_director,The Silence of the Lambs,Jonathan Demme,1991
1853,golden_globe,best_director,A Few Good Men,Rob Reiner,1992
1854,golden_globe,best_director,Howards End,James Ivory,1992
1855,golden_globe,best_director,The Player,Robert Altman,1992
1856,golden_globe,best_director,A River Runs Through It,Robert Redford,1992
1857,golden_globe,best_director,The Age of Innocence,Martin Scorsese,1993
1858,golden_globe,best_director,The Fugitive,Andrew Davis,1993
1859,golden_globe,best_director,The Piano,Jane Campion,1993
1860,golden_globe,best_director,The Remains of the Day,James Ivory,1993
1861,golden_globe,best_director,Legends of the Fall,Edward Zwick,1994
1862,golden_globe,best_director,Natural Born Killers,Oliver Stone,1994
1863,golden_globe,best_director,Pulp Fiction,Quentin Tarantino,1994
1864,golden_globe,best_director,Quiz Show,Robert Redford,1994
1865,golden_globe,best_director,The American President,Rob Reiner,1995
1866,golden_globe,best_director,Apollo 13,Ron Howard,1995
1867,golden_globe,best_director,Casino,Martin Scorsese,1995
1868,golden_globe,best_director,Leaving Las Vegas,Mike Figgis,1995
1869,golden_globe,best_director,Sense and Sensibility,Ang Lee,1995
1870,golden_globe,best_director,The English Patient,Anthony Minghella,1996
1871,golden_globe,best_director,Evita,Alan Parker,1996
1872,golden_globe,best_director,Fargo,Joel Coen,1996
1873,golden_globe,best_director,Shine,Scott Hicks,1996
1874,golden_globe,best_director,Amistad,Steven Spielberg,1997
1875,golden_globe,best_director,As Good as It Gets,James L. Brooks,1997
1876,golden_globe,best_director,The Boxer,Jim Sheridan,1997
1877,golden_globe,best_director,L.A. Confidential,Curtis Hanson,1997
1878,golden_globe,best_director,Elizabeth,Shekhar Kapur,1998
1879,golden_globe,best_director,The Horse Whisperer,Robert Redford,1998
1880,golden_globe,best_director,Shakespeare in Love,John Madden,1998
1881,golden_globe,best_director,The Truman Show,Peter Weir,1998
1882,golden_globe,best_director,The End of the Affair,Neil Jordan,1999
1883,golden_globe,best_director,The Hurricane,Norman Jewison,1999
1884,golden_globe,best_director,The Insider,Michael Mann,1999
1885,golden_globe,best_director,The Talented Mr. Ripley,Anthony Minghella,1999
1886,golden_globe,best_director,Erin Brockovich,Steven Soderbergh,2000
1887,golden_globe,best_director,Gladiator,Ridley Scott,2000
1888,golden_globe,best_director,Sunshine,István Szabó,2000
1889,golden_globe,best_director,Traffic,Steven Soderbergh,2000
1890,golden_globe,best_director,A.I. Artificial Intelligence,Steven Spielberg,2001
1891,golden_globe,best_director,A Beautiful Mind,Ron Howard,2001
1892,golden_globe,best_director,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001
1893,golden_globe,best_director,Moulin Rouge!,Baz Luhrmann,2001
1894,golden_globe,best_director,Mulholland Drive,David Lynch,2001
1895,golden_globe,best_director,About Schmidt,Alexander Payne,2002
1896,golden_globe,best_director,Adaptation,Spike Jonze,2002
1897,golden_globe,best_director,Chicago,Rob Marshall,2002
1898,golden_globe,best_director,The Hours,Stephen Daldry,2002
1899,golden_globe,best_director,The Lord of the Rings: The Two Towers,Peter Jackson,2002
1900,golden_globe,best_director,Cold Mountain,Anthony Minghella,2003
1901,golden_globe,best_director,Lost in Translation,Sofia Coppola,2003
1902,golden_globe,best_director,Master and Commander: The Far Side of the World,Peter Weir,2003
1903,golden_globe,best_director,Mystic River,Clint Eastwood,2003
1904,golden_globe,best_director,The Aviator,Martin Scorsese,2004
1905,golden_globe,best_director,Closer,Mike Nichols,2004
1906,golden_globe,best_director,Finding Neverland,Marc Forster,2004
1907,golden_globe,best_director,Sideways,Alexander Payne,2004
1908,golden_globe,best_director,The Constant Gardener,Fernando Meirelles,2005
1909,golden_globe,best_director,"Good Night, and Good Luck",George Clooney,2005
1910,golden_globe,best_director,King Kong,Peter Jackson,2005
1911,golden_globe,best_director,Match Point,Woody Allen,2005
1912,golden_globe,best_director,Munich,Steven Spielberg,2005
1913,golden_globe,best_director,Babel,Alejandro González Iñárritu,2006
1914,golden_globe,best_director,Flags of Our Fathers,Clint Eastwood,2006
1915,golden_globe,best_director,,,2006
1916,golden_globe,best_director,The Queen,Stephen Frears,2006
1917,golden_globe,best_director,American Gangster,Ridley Scott,2007
1918,golden_globe,best_director,Atonement,Joe Wright,2007
1919,golden_globe,best_director,No Country for Old Men,Joel Coen and Ethan Coen,2007
1920,golden_globe,best_director,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,2007
1921,golden_globe,best_director,The Curious Case of Benjamin Button,David Fincher,2008
1922,golden_globe,best_director,Frost/Nixon,Ron Howard,2008
1923,golden_globe,best_director,The Reader,Stephen Daldry,2008
1924,golden_globe,best_director,Revolutionary Road,Sam Mendes,2008
1925,golden_globe,best_director,The Hurt Locker,Kathryn Bigelow,2009
1926,golden_globe,best_director,Inglourious Basterds,Quentin Tarantino,2009
1927,golden_globe,best_director,Invictus,Clint Eastwood,2009
1928,golden_globe,best_director,Up in the Air,Jason Reitman,2009
1929,golden_globe,best_director,Black Swan,Darren Aronofsky,2010
1930,golden_globe,best_director,The Fighter,David O. Russell,2010
1931,golden_globe,best_director,Inception,Christopher Nolan,2010
1932,golden_globe,best_director,The King's Speech,Tom Hooper,2010
1933,golden_globe,best_director,The Artist,Michel Hazanavicius,2011
1934,golden_globe,best_director,The Descendants,Alexander Payne,2011
1935,golden_globe,best_director,The Ides of March,George Clooney,2011
1936,golden_globe,best_director,Midnight in Paris,Woody Allen,2011
1937,golden_globe,best_director,Django Unchained,Quentin Tarantino,2012
1938,golden_globe,best_director,Life of Pi,Ang Lee,2012
1939,golden_globe,best_director,Lincoln,Steven Spielberg,2012
1940,golden_globe,best_director,Zero Dark Thirty,Kathryn Bigelow,2012
1941,golden_globe,best_director,12 Years a Slave,Steve McQueen,2013
1942,golden_globe,best_director,American Hustle,David O. Russell,2013
1943,golden_globe,best_director,Captain Phillips,Paul Greengrass,2013
1944,golden_globe,best_director,Nebraska,Alexander Payne,2013
1945,golden_globe,best_director,Birdman or (The Unexpected Virtue of Ignorance),Alejandro González Iñárritu,2014
1946,golden_globe,best_director,Gone Girl,David Fincher,2014
1947,golden_globe,best_director,The Grand Budapest Hotel,Wes Anderson,2014
1948,golden_globe,best_director,Selma,Ava DuVernay,2014
1949,golden_globe,best_director,Carol,Todd Haynes,2015
1950,golden_globe,best_director,Mad Max: Fury Road,George Miller,2015
1951,golden_globe,best_director,The Martian,Ridley Scott,2015
1952,golden_globe,best_director,Spotlight,Tom McCarthy,2015
1953,golden_globe,best_director,Hacksaw Ridge,Mel Gibson,2016
1954,golden_globe,best_director,Moonlight,Barry Jenkins,2016
1955,golden_globe,best_director,Manchester by the Sea,Kenneth Lonergan,2016
1956,golden_globe,best_director,Nocturnal Animals,Tom Ford,2016
1957,golden_globe,best_director,All the Money in the World,Ridley Scott,2017
1958,golden_globe,best_director,Dunkirk,Christopher Nolan,2017
1959,golden_globe,best_director,The Post,Steven Spielberg,2017
1960,golden_globe,best_director,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,2017
1961,golden_globe,best_director,BlacKkKlansman,Spike Lee,2018
1962,golden_globe,best_director,Green Book,Peter Farrelly,2018
1963,golden_globe,best_director,A Star Is Born,Bradley Cooper,2018
1964,golden_globe,best_director,Vice,Adam McKay,2018
1965,golden_globe,best_director,The Irishman,Martin Scorsese,2019
1966,golden_globe,best_director,Joker,Todd Phillips,2019
1967,golden_globe,best_director,Once Upon a Time in Hollywood,Quentin Tarantino,2019
1968,golden_globe,best_director,Parasite,Bong Joon-ho,2019
1969,golden_globe,best_director,Mank,David Fincher,2020
1970,golden_globe,best_director,One Night in Miami...,Regina King,2020
1971,golden_globe,best_director,Promising Young Woman,Emerald Fennell,2020
1972,golden_globe,best_director,The Trial of the Chicago 7,Aaron Sorkin,2020
1973,golden_globe,best_director,Belfast,Kenneth Branagh,2021
1974,golden_globe,best_director,Dune,Denis Villeneuve,2021
1975,golden_globe,best_director,The Lost Daughter,Maggie Gyllenhaal,2021
1976,golden_globe,best_director,West Side Story,Steven Spielberg,2021
1977,golden_globe,best_actor,The Hasty Heart,Richard Todd,1949
1978,golden_globe,best_actor,The Magnificent Yankee,Louis Calhern,1950
1979,golden_globe,best_actor,Harvey,James Stewart,1950
1980,golden_globe,best_actor,Detective Story,Kirk Douglas,1951
1981,golden_globe,best_actor,Bright Victory,Arthur Kennedy,1951
1982,golden_globe,best_actor,The Thief,Ray Milland,1952
1983,golden_globe,best_actor,The Happy Time,Charles Boyer,1952
1984,golden_globe,best_actor,Baby Doll,Karl Malden,1956
1985,golden_globe,best_actor,Friendly Persuasion,Gary Cooper,1956
1986,golden_globe,best_actor,The Rainmaker,Burt Lancaster,1956
1987,golden_globe,best_actor,The Ten Commandments,Charlton Heston,1956
1988,golden_globe,best_actor,Sayonara,Marlon Brando,1957
1989,golden_globe,best_actor,The Defiant Ones,Tony Curtis,1958
1990,golden_globe,best_actor,The Inn of the Sixth Happiness,Robert Donat,1958
1991,golden_globe,best_actor,The Defiant Ones,Sidney Poitier,1958
1992,golden_globe,best_actor,The Old Man and the Sea,Spencer Tracy,1958
1993,golden_globe,best_actor,Look Back in Anger,Richard Burton,1959
1994,golden_globe,best_actor,Ben-Hur,Charlton Heston,1959
1995,golden_globe,best_actor,Middle of the Night,Fredric March,1959
1996,golden_globe,best_actor,The Diary of Anne Frank,Joseph Schildkraut,1959
1997,golden_globe,best_actor,Sons and Lovers,Trevor Howard,1960
1998,golden_globe,best_actor,Spartacus,Laurence Olivier,1960
1999,golden_globe,best_actor,Sons and Lovers,Dean Stockwell,1960
2000,golden_globe,best_actor,Inherit the Wind,Spencer Tracy,1960
2001,golden_globe,best_actor,Splendor in the Grass,Warren Beatty,1961
2002,golden_globe,best_actor,Fanny,Maurice Chevalier,1961
2003,golden_globe,best_actor,The Hustler,Paul Newman,1961
2004,golden_globe,best_actor,A Raisin in the Sun,Sidney Poitier,1961
2005,golden_globe,best_actor,The Wonderful World of the Brothers Grimm,Laurence Harvey,1962
2006,golden_globe,best_actor,Birdman of Alcatraz,Burt Lancaster,1962
2007,golden_globe,best_actor,Days of Wine and Roses,Jack Lemmon,1962
2008,golden_globe,best_actor,Lolita,James Mason,1962
2009,golden_globe,best_actor,Sweet Bird of Youth,Paul Newman,1962
2010,golden_globe,best_actor,Lawrence of Arabia,Peter O'Toole,1962
2011,golden_globe,best_actor,,,1962
2012,golden_globe,best_actor,The Ugly American,Marlon Brando,1963
2013,golden_globe,best_actor,America America,Stathis Giallelis,1963
2014,golden_globe,best_actor,Cleopatra,Rex Harrison,1963
2015,golden_globe,best_actor,Love with the Proper Stranger,Steve McQueen,1963
2016,golden_globe,best_actor,Hud,Paul Newman,1963
2017,golden_globe,best_actor,"Captain Newman, M.D.",Gregory Peck,1963
2018,golden_globe,best_actor,The Cardinal,Tom Tryon,1963
2019,golden_globe,best_actor,Becket,Richard Burton,1964
2020,golden_globe,best_actor,Rio Conchos,Anthony Franciosa,1964
2021,golden_globe,best_actor,Seven Days in May,Fredric March,1964
2022,golden_globe,best_actor,Zorba the Greek,Anthony Quinn,1964
2023,golden_globe,best_actor,The Agony and the Ecstasy,Rex Harrison,1965
2024,golden_globe,best_actor,A Patch of Blue,Sidney Poitier,1965
2025,golden_globe,best_actor,The Pawnbroker,Rod Steiger,1965
2026,golden_globe,best_actor,Ship of Fools,Oskar Werner,1965
2027,golden_globe,best_actor,Who's Afraid of Virginia Woolf?,Richard Burton,1966
2028,golden_globe,best_actor,Alfie,Michael Caine,1966
2029,golden_globe,best_actor,The Sand Pebbles,Steve McQueen,1966
2030,golden_globe,best_actor,Hawaii,Max von Sydow,1966
2031,golden_globe,best_actor,Far from the Madding Crowd,Alan Bates,1967
2032,golden_globe,best_actor,Bonnie and Clyde,Warren Beatty,1967
2033,golden_globe,best_actor,Cool Hand Luke,Paul Newman,1967
2034,golden_globe,best_actor,In the Heat of the Night,Sidney Poitier,1967
2035,golden_globe,best_actor,Guess Who's Coming to Dinner,Spencer Tracy,1967
2036,golden_globe,best_actor,The Heart Is a Lonely Hunter,Alan Arkin,1968
2037,golden_globe,best_actor,The Fixer,Alan Bates,1968
2038,golden_globe,best_actor,The Boston Strangler,Tony Curtis,1968
2039,golden_globe,best_actor,Charly,Cliff Robertson,1968
2040,golden_globe,best_actor,Popi,Alan Arkin,1969
2041,golden_globe,best_actor,Anne of the Thousand Days,Richard Burton,1969
2042,golden_globe,best_actor,Midnight Cowboy,Dustin Hoffman,1969
2043,golden_globe,best_actor,,,1969
2044,golden_globe,best_actor,I Never Sang for My Father,Melvyn Douglas,1970
2045,golden_globe,best_actor,The Great White Hope,James Earl Jones,1970
2046,golden_globe,best_actor,Five Easy Pieces,Jack Nicholson,1970
2047,golden_globe,best_actor,Love Story,Ryan O'Neal,1970
2048,golden_globe,best_actor,Sunday Bloody Sunday,Peter Finch,1971
2049,golden_globe,best_actor,A Clockwork Orange,Malcolm McDowell,1971
2050,golden_globe,best_actor,Carnal Knowledge,Jack Nicholson,1971
2051,golden_globe,best_actor,The Hospital,George C. Scott,1971
2052,golden_globe,best_actor,Sleuth,Michael Caine,1972
2053,golden_globe,best_actor,,,1972
2054,golden_globe,best_actor,The Godfather,Al Pacino,1972
2055,golden_globe,best_actor,Deliverance,Jon Voight,1972
2056,golden_globe,best_actor,Electra Glide in Blue,Robert Blake,1973
2057,golden_globe,best_actor,Save the Tiger,Jack Lemmon,1973
2058,golden_globe,best_actor,Papillon,Steve McQueen,1973
2059,golden_globe,best_actor,The Last Detail,Jack Nicholson,1973
2060,golden_globe,best_actor,The Gambler,James Caan,1974
2061,golden_globe,best_actor,The Conversation,Gene Hackman,1974
2062,golden_globe,best_actor,Lenny,Dustin Hoffman,1974
2063,golden_globe,best_actor,The Godfather Part II,Al Pacino,1974
2064,golden_globe,best_actor,French Connection II,Gene Hackman,1975
2065,golden_globe,best_actor,Dog Day Afternoon,Al Pacino,1975
2066,golden_globe,best_actor,The Man in the Glass Booth,Maximilian Schell,1975
2067,golden_globe,best_actor,"Give 'em Hell, Harry!",James Whitmore,1975
2068,golden_globe,best_actor,Bound for Glory,David Carradine,1976
2069,golden_globe,best_actor,Taxi Driver,Robert De Niro,1976
2070,golden_globe,best_actor,Marathon Man,Dustin Hoffman,1976
2071,golden_globe,best_actor,Rocky,Sylvester Stallone,1976
2072,golden_globe,best_actor,A Special Day,Marcello Mastroianni,1977
2073,golden_globe,best_actor,Bobby Deerfield,Al Pacino,1977
2074,golden_globe,best_actor,MacArthur,Gregory Peck,1977
2075,golden_globe,best_actor,Heroes,Henry Winkler,1977
2076,golden_globe,best_actor,Midnight Express,Brad Davis,1978
2077,golden_globe,best_actor,The Deer Hunter,Robert De Niro,1978
2078,golden_globe,best_actor,Magic,Anthony Hopkins,1978
2079,golden_globe,best_actor,The Boys from Brazil,Gregory Peck,1978
2080,golden_globe,best_actor,The China Syndrome,Jack Lemmon,1979
2081,golden_globe,best_actor,...And Justice for All,Al Pacino,1979
2082,golden_globe,best_actor,The Champ,Jon Voight,1979
2083,golden_globe,best_actor,The Onion Field,James Woods,1979
2084,golden_globe,best_actor,The Elephant Man,John Hurt,1980
2085,golden_globe,best_actor,Tribute,Jack Lemmon,1980
2086,golden_globe,best_actor,The Stunt Man,Peter O'Toole,1980
2087,golden_globe,best_actor,Ordinary People,Donald Sutherland,1980
2088,golden_globe,best_actor,Reds,Warren Beatty,1981
2089,golden_globe,best_actor,Taps,Timothy Hutton,1981
2090,golden_globe,best_actor,Atlantic City,Burt Lancaster,1981
2091,golden_globe,best_actor,Prince of the City,Treat Williams,1981
2092,golden_globe,best_actor,Shoot the Moon,Albert Finney,1982
2093,golden_globe,best_actor,An Officer and a Gentleman,Richard Gere,1982
2094,golden_globe,best_actor,Missing,Jack Lemmon,1982
2095,golden_globe,best_actor,The Verdict,Paul Newman,1982
2096,golden_globe,best_actor,Tender Mercies,Robert Duvall,1983
2097,golden_globe,best_actor,"Reuben, Reuben",Tom Conti,1983
2098,golden_globe,best_actor,The Grey Fox,Richard Farnsworth,1983
2099,golden_globe,best_actor,The Dresser,Albert Finney,1983
2100,golden_globe,best_actor,Scarface,Al Pacino,1983
2101,golden_globe,best_actor,Star 80,Eric Roberts,1983
2102,golden_globe,best_actor,Starman,Jeff Bridges,1984
2103,golden_globe,best_actor,Under the Volcano,Albert Finney,1984
2104,golden_globe,best_actor,Amadeus,Tom Hulce,1984
2105,golden_globe,best_actor,The Killing Fields,Sam Waterston,1984
2106,golden_globe,best_actor,Witness,Harrison Ford,1985
2107,golden_globe,best_actor,Twice in a Lifetime,Gene Hackman,1985
2108,golden_globe,best_actor,Kiss of the Spider Woman,William Hurt,1985
2109,golden_globe,best_actor,,,1985
2110,golden_globe,best_actor,The Mosquito Coast,Harrison Ford,1986
2111,golden_globe,best_actor,Round Midnight,Dexter Gordon,1986
2112,golden_globe,best_actor,Children of a Lesser God,William Hurt,1986
2113,golden_globe,best_actor,The Mission,Jeremy Irons,1986
2114,golden_globe,best_actor,The Color of Money,Paul Newman,1986
2115,golden_globe,best_actor,The Last Emperor,John Lone,1987
2116,golden_globe,best_actor,Ironweed,Jack Nicholson,1987
2117,golden_globe,best_actor,Weeds,Nick Nolte,1987
2118,golden_globe,best_actor,Cry Freedom,Denzel Washington,1987
2119,golden_globe,best_actor,Mississippi Burning,Gene Hackman,1988
2120,golden_globe,best_actor,Dominick and Eugene,Tom Hulce,1988
2121,golden_globe,best_actor,Stand and Deliver,Edward James Olmos,1988
2122,golden_globe,best_actor,Bird,Forest Whitaker,1988
2123,golden_globe,best_actor,My Left Foot,Daniel Day-Lewis,1989
2124,golden_globe,best_actor,Dad,Jack Lemmon,1989
2125,golden_globe,best_actor,Sea of Love,Al Pacino,1989
2126,golden_globe,best_actor,Dead Poets Society,Robin Williams,1989
2127,golden_globe,best_actor,Dances with Wolves,Kevin Costner,1990
2128,golden_globe,best_actor,The Field,Richard Harris,1990
2129,golden_globe,best_actor,The Godfather Part III,Al Pacino,1990
2130,golden_globe,best_actor,Awakenings,Robin Williams,1990
2131,golden_globe,best_actor,Bugsy,Warren Beatty,1991
2132,golden_globe,best_actor,JFK,Kevin Costner,1991
2133,golden_globe,best_actor,Cape Fear,Robert De Niro,1991
2134,golden_globe,best_actor,The Silence of the Lambs,Anthony Hopkins,1991
2135,golden_globe,best_actor,A Few Good Men,Tom Cruise,1992
2136,golden_globe,best_actor,Chaplin,Robert Downey Jr.,1992
2137,golden_globe,best_actor,Hoffa,Jack Nicholson,1992
2138,golden_globe,best_actor,Malcolm X,Denzel Washington,1992
2139,golden_globe,best_actor,In the Name of the Father,Daniel Day-Lewis,1993
2140,golden_globe,best_actor,The Fugitive,Harrison Ford,1993
2141,golden_globe,best_actor,The Remains of the Day,Anthony Hopkins,1993
2142,golden_globe,best_actor,Schindler's List,Liam Neeson,1993
2143,golden_globe,best_actor,The Shawshank Redemption,Morgan Freeman,1994
2144,golden_globe,best_actor,Nobody's Fool,Paul Newman,1994
2145,golden_globe,best_actor,Legends of the Fall,Brad Pitt,1994
2146,golden_globe,best_actor,Pulp Fiction,John Travolta,1994
2147,golden_globe,best_actor,Mr. Holland's Opus,Richard Dreyfuss,1995
2148,golden_globe,best_actor,Nixon,Anthony Hopkins,1995
2149,golden_globe,best_actor,Richard III,Ian McKellen,1995
2150,golden_globe,best_actor,Dead Man Walking,Sean Penn,1995
2151,golden_globe,best_actor,The English Patient,Ralph Fiennes,1996
2152,golden_globe,best_actor,Ransom,Mel Gibson,1996
2153,golden_globe,best_actor,The People vs. Larry Flynt,Woody Harrelson,1996
2154,golden_globe,best_actor,Michael Collins,Liam Neeson,1996
2155,golden_globe,best_actor,Good Will Hunting,Matt Damon,1997
2156,golden_globe,best_actor,The Boxer,Daniel Day-Lewis,1997
2157,golden_globe,best_actor,Titanic,Leonardo DiCaprio,1997
2158,golden_globe,best_actor,Amistad,Djimon Hounsou,1997
2159,golden_globe,best_actor,Wilde,Stephen Fry,1998
2160,golden_globe,best_actor,Saving Private Ryan,Tom Hanks,1998
2161,golden_globe,best_actor,Gods and Monsters,Ian McKellen,1998
2162,golden_globe,best_actor,Affliction,Nick Nolte,1998
2163,golden_globe,best_actor,The Insider,Russell Crowe,1999
2164,golden_globe,best_actor,The Talented Mr. Ripley,Matt Damon,1999
2165,golden_globe,best_actor,The Straight Story,Richard Farnsworth,1999
2166,golden_globe,best_actor,American Beauty,Kevin Spacey,1999
2167,golden_globe,best_actor,Before Night Falls,Javier Bardem,2000
2168,golden_globe,best_actor,Gladiator,Russell Crowe,2000
2169,golden_globe,best_actor,Wonder Boys,Michael Douglas,2000
2170,golden_globe,best_actor,Quills,Geoffrey Rush,2000
2171,golden_globe,best_actor,Ali,Will Smith,2001
2172,golden_globe,best_actor,The Shipping News,Kevin Spacey,2001
2173,golden_globe,best_actor,The Man Who Wasn't There,Billy Bob Thornton,2001
2174,golden_globe,best_actor,Training Day,Denzel Washington,2001
2175,golden_globe,best_actor,The Pianist,Adrien Brody,2002
2176,golden_globe,best_actor,The Quiet American,Michael Caine,2002
2177,golden_globe,best_actor,Gangs of New York,Daniel Day-Lewis,2002
2178,golden_globe,best_actor,Catch Me If You Can,Leonardo DiCaprio,2002
2179,golden_globe,best_actor,Master and Commander: The Far Side of the World,Russell Crowe,2003
2180,golden_globe,best_actor,The Last Samurai,Tom Cruise,2003
2181,golden_globe,best_actor,House of Sand and Fog,Ben Kingsley,2003
2182,golden_globe,best_actor,Cold Mountain,Jude Law,2003
2183,golden_globe,best_actor,The Sea Inside,Javier Bardem,2004
2184,golden_globe,best_actor,Hotel Rwanda,Don Cheadle,2004
2185,golden_globe,best_actor,Finding Neverland,Johnny Depp,2004
2186,golden_globe,best_actor,Kinsey,Liam Neeson,2004
2187,golden_globe,best_actor,Cinderella Man,Russell Crowe,2005
2188,golden_globe,best_actor,Hustle & Flow,Terrence Howard,2005
2189,golden_globe,best_actor,Brokeback Mountain,Heath Ledger,2005
2190,golden_globe,best_actor,"Good Night, and Good Luck",David Strathairn,2005
2191,golden_globe,best_actor,Blood Diamond,Leonardo DiCaprio,2006
2192,golden_globe,best_actor,The Departed,Leonardo DiCaprio,2006
2193,golden_globe,best_actor,Venus,Peter O'Toole,2006
2194,golden_globe,best_actor,The Pursuit of Happyness,Will Smith,2006
2195,golden_globe,best_actor,Michael Clayton,George Clooney,2007
2196,golden_globe,best_actor,Atonement,James McAvoy,2007
2197,golden_globe,best_actor,Eastern Promises,Viggo Mortensen,2007
2198,golden_globe,best_actor,American Gangster,Denzel Washington,2007
2199,golden_globe,best_actor,Revolutionary Road,Leonardo DiCaprio,2008
2200,golden_globe,best_actor,Frost/Nixon,Frank Langella,2008
2201,golden_globe,best_actor,Milk,Sean Penn,2008
2202,golden_globe,best_actor,The Curious Case of Benjamin Button,Brad Pitt,2008
2203,golden_globe,best_actor,Up in the Air,George Clooney,2009
2204,golden_globe,best_actor,A Single Man,Colin Firth,2009
2205,golden_globe,best_actor,Invictus,Morgan Freeman,2009
2206,golden_globe,best_actor,Brothers,Tobey Maguire,2009
2207,golden_globe,best_actor,The Social Network,Jesse Eisenberg,2010
2208,golden_globe,best_actor,127 Hours,James Franco,2010
2209,golden_globe,best_actor,Blue Valentine,Ryan Gosling,2010
2210,golden_globe,best_actor,The Fighter,Mark Wahlberg,2010
2211,golden_globe,best_actor,J. Edgar,Leonardo DiCaprio,2011
2212,golden_globe,best_actor,Shame,Michael Fassbender,2011
2213,golden_globe,best_actor,The Ides of March,Ryan Gosling,2011
